hours_studied,previous_scores,extracurricular_activities,sleep_hours,sample_question_papers_practiced,performance_index,school
5,93,1,8,4,80,B
1,78,0,9,7,53,B
5,56,1,5,8,42,B
2,58,0,9,7,37,B
5,93,0,5,1,77,B
5,87,1,6,3,73,B
2,74,1,5,1,46,B
5,71,1,4,5,54,B
4,86,0,7,3,70,B
1,85,0,4,6,60,B
3,86,1,4,1,67,C
1,85,0,8,8,58,C
5,78,1,7,4,63,C
4,96,1,8,0,83,C
7,74,1,5,2,64,C
5,69,1,9,3,57,C
4,56,1,5,2,45,C
2,81,1,7,5,61,C
4,86,0,6,5,68,C
2,68,0,5,9,45,C
8,45,0,4,6,39,C
3,99,1,7,8,77,C
9,56,1,7,9,55,C
4,56,1,5,8,38,C
6,53,0,5,6,40,C
5,63,1,8,0,49,C
1,96,0,8,2,74,C
9,89,1,4,4,86,C
1,96,0,7,9,72,C
8,76,1,6,5,72,C
9,79,1,6,5,77,C
9,78,0,7,4,76,C
1,94,0,4,5,67,C
2,71,0,8,8,52,C
1,75,1,8,0,52,C
2,89,0,8,0,67,C
8,76,0,6,8,66,C
5,87,1,6,7,74,C
7,53,1,4,8,40,C
2,66,0,6,6,44,C
8,98,1,5,9,97,C
6,58,0,6,5,48,C
8,70,0,8,8,65,C
1,85,0,4,1,57,C
1,48,1,7,3,19,C
7,77,0,7,1,68,C
8,56,0,4,5,48,C
3,58,1,5,0,34,C
5,83,0,7,6,67,C
1,43,0,8,6,15,C
7,87,0,7,6,83,C
5,96,1,7,3,83,C
8,50,0,8,7,46,C
8,61,1,6,4,57,C
9,43,1,5,1,42,C
7,56,0,8,4,51,C
1,47,0,8,9,24,C
3,85,1,9,8,64,C
8,98,0,4,9,94,C
3,73,0,5,0,50,C
8,50,1,6,1,41,C
1,70,0,9,9,45,C
5,50,0,8,7,37,C
4,95,1,9,4,75,C
5,93,0,6,8,80,C
8,95,1,9,5,94,C
4,77,1,9,7,62,C
4,92,0,9,0,73,C
3,60,1,8,8,43,C
7,85,0,8,8,78,C
3,69,0,4,2,51,C
3,49,1,7,0,24,C
5,65,1,5,7,46,C
5,66,1,4,7,51,C
6,47,1,6,8,35,C
8,78,1,9,5,75,C
6,47,1,8,8,38,C
1,99,0,9,9,79,C
8,47,0,8,8,42,C
8,94,1,5,3,89,C
9,73,0,4,4,66,C
9,98,1,4,5,100,C
2,55,1,6,5,34,C
2,80,0,4,9,59,C
3,52,0,4,1,28,C
1,62,1,7,3,39,C
4,51,1,5,8,36,C
4,66,1,9,6,52,C
9,61,0,4,8,57,C
9,71,1,6,5,66,C
9,96,1,9,6,95,C
7,88,0,8,8,79,C
2,66,0,4,3,42,C
5,41,0,4,8,23,C
4,84,1,9,2,67,C
8,72,1,8,7,64,C
2,65,0,7,2,43,C
6,67,1,5,2,56,C
5,58,1,7,2,43,C
2,82,0,6,8,55,C
1,44,0,9,9,16,C
8,72,1,4,2,65,C
2,59,0,7,5,38,C
7,69,0,5,3,57,C
9,84,1,6,1,83,C
9,47,1,7,2,47,C
8,77,1,4,4,71,C
9,56,1,5,9,56,C
2,83,1,4,3,57,C
6,40,1,4,4,23,C
4,42,0,6,0,27,C
4,85,0,5,3,65,C
5,65,0,8,9,54,C
3,70,1,4,2,50,C
1,47,1,5,1,23,C
8,82,1,4,6,77,C
5,98,1,7,9,83,C
3,85,1,7,8,66,C
7,47,0,5,0,38,C
7,74,1,6,6,65,C
1,78,0,8,0,54,C
9,67,1,7,4,65,C
2,90,0,6,0,68,C
5,43,0,8,2,31,C
5,96,0,7,7,83,C
8,55,0,8,3,49,C
8,52,0,9,0,45,C
7,59,0,4,0,46,C
7,90,0,5,7,85,C
6,44,1,7,7,33,C
6,94,1,7,3,83,C
9,76,0,4,3,71,C
6,59,1,7,9,49,C
2,63,1,7,1,39,C
2,75,0,9,1,51,C
5,73,1,7,5,57,C
4,97,0,7,7,81,C
2,84,1,7,6,65,C
3,87,0,6,6,66,C
7,93,1,7,2,86,C
8,73,0,4,1,66,C
6,58,1,9,9,50,C
5,56,1,7,6,46,C
1,44,1,8,3,20,C
8,64,0,9,0,58,C
3,57,0,9,0,38,C
6,99,1,8,3,91,C
3,94,1,4,4,77,C
7,92,0,6,4,83,C
7,89,1,4,0,79,C
9,47,1,6,2,50,C
5,66,0,5,5,51,C
8,54,0,8,9,49,C
8,84,1,9,6,79,C
1,52,0,9,0,26,C
5,55,1,9,7,42,C
3,61,1,8,3,42,C
1,59,0,8,8,35,C
4,52,1,6,5,31,C
8,59,0,9,0,50,C
3,41,0,4,1,18,C
2,74,1,6,2,50,C
9,86,0,9,1,82,C
5,94,1,8,9,78,C
7,58,0,8,6,53,C
2,84,1,8,0,65,C
9,76,0,9,8,76,C
9,97,1,8,1,94,C
4,93,1,5,3,79,C
4,45,0,8,7,27,C
6,53,1,9,2,43,C
6,43,1,6,8,30,C
1,61,1,8,6,37,C
9,90,1,7,9,90,C
2,94,1,5,2,68,C
5,78,1,9,2,64,C
9,75,0,8,4,73,C
4,73,0,7,4,53,C
3,66,0,9,9,46,C
7,46,0,6,4,37,C
6,42,1,5,8,29,C
8,86,1,8,8,80,C
3,72,0,6,5,52,C
5,41,1,9,6,29,C
4,81,0,7,9,70,C
4,55,1,9,7,40,C
4,64,1,9,8,49,C
8,99,0,5,5,92,C
6,54,1,8,7,46,C
3,63,0,6,1,42,C
5,54,0,5,9,41,C
6,70,0,7,7,60,C
5,53,1,8,1,41,C
6,93,1,5,7,83,C
8,53,0,7,1,43,C
7,45,1,7,2,36,C
5,53,0,6,6,38,C
6,56,0,9,8,47,C
4,57,1,7,2,40,C
9,59,0,7,4,59,C
4,90,1,9,8,76,C
1,56,1,4,6,31,C
7,55,1,7,1,44,C
7,79,0,8,4,71,C
4,78,0,5,4,59,C
3,91,1,9,8,69,C
8,71,1,9,1,63,C
5,99,0,9,0,87,C
7,83,1,8,3,77,C
4,48,1,9,3,31,C
4,66,0,8,0,47,C
8,85,0,6,9,78,C
8,91,0,4,6,86,C
2,72,1,9,1,48,C
2,49,0,4,8,24,C
3,56,0,9,6,39,C
3,88,0,8,6,71,C
1,88,0,5,0,60,C
3,75,0,4,8,54,C
6,56,0,4,9,45,C
8,57,0,8,8,51,C
6,91,1,4,1,78,C
5,62,0,6,9,48,C
4,73,1,8,8,59,C
3,47,1,4,1,28,C
4,52,0,4,1,35,C
7,62,1,4,7,55,C
1,96,0,8,2,69,C
7,93,1,5,2,87,C
1,59,0,7,6,32,C
2,61,1,9,9,37,C
4,86,0,4,5,66,C
1,91,0,7,6,66,C
9,62,1,7,5,56,C
6,80,1,4,8,70,C
1,74,0,4,1,48,C
1,42,1,9,7,17,C
6,73,0,7,5,59,C
4,72,1,5,3,56,C
4,85,0,7,5,66,C
6,56,1,5,5,41,C
7,84,0,6,9,76,C
9,58,1,5,2,54,C
5,69,0,9,7,57,C
9,62,1,8,4,62,C
4,54,0,4,9,38,C
2,98,1,6,3,73,C
3,96,1,7,1,72,C
1,53,0,5,9,28,C
6,41,1,6,0,28,C
6,78,1,8,6,67,C
1,88,0,5,9,62,C
3,57,0,9,2,36,C
5,45,0,7,2,33,C
3,98,0,7,2,74,C
3,71,1,5,9,52,C
3,60,1,8,2,38,C
5,79,1,4,1,62,C
5,67,0,4,5,50,C
4,66,1,7,9,48,C
1,41,1,8,2,15,C
5,72,0,7,0,51,C
5,55,1,4,9,37,C
4,78,1,7,8,59,C
6,61,0,5,5,46,C
4,95,1,9,5,78,C
7,82,0,5,9,74,C
7,86,0,9,8,78,C
2,52,1,8,1,27,C
3,95,1,4,9,74,C
1,41,1,8,8,15,C
8,53,0,8,2,46,C
9,95,0,4,2,90,C
4,77,1,6,2,58,C
6,80,1,6,0,65,C
9,67,0,7,9,65,C
6,46,1,6,6,36,C
9,57,1,5,9,52,C
4,95,0,9,6,79,C
8,80,1,8,1,74,C
9,94,1,7,5,93,C
4,75,1,8,3,57,C
5,80,1,4,6,65,C
8,75,0,6,6,69,C
6,83,0,4,3,71,C
7,43,0,7,2,31,C
3,96,0,9,6,78,C
7,69,1,5,8,60,C
8,63,1,6,3,58,C
6,59,1,4,5,46,C
9,85,1,9,6,87,C
6,95,0,6,9,81,C
9,70,1,8,2,69,C
4,63,1,5,4,46,C
8,46,0,9,0,41,C
4,65,0,6,5,50,C
2,52,0,5,4,24,C
9,93,1,9,6,97,C
5,47,0,8,8,35,C
4,94,1,8,3,82,C
2,44,1,4,8,24,C
1,83,0,7,5,59,C
7,52,0,4,4,42,C
6,68,0,5,1,56,C
2,59,1,4,0,30,C
8,53,1,9,7,49,C
4,71,1,6,5,56,C
8,99,0,9,6,98,C
7,89,1,4,5,79,C
5,66,1,7,9,54,C
8,95,1,9,6,93,C
9,64,1,9,8,63,C
5,91,0,9,4,76,C
5,43,1,7,0,27,C
2,60,0,9,0,35,C
5,57,0,5,8,39,C
3,78,1,8,4,59,C
7,54,1,7,1,50,C
5,92,0,5,2,77,C
8,77,1,7,0,70,C
1,87,0,7,5,62,C
3,91,1,8,5,71,C
3,63,1,6,2,39,C
9,47,0,5,2,41,C
5,67,1,7,6,51,C
9,60,0,7,0,52,C
9,55,0,4,4,49,C
1,99,1,9,2,76,C
2,93,0,6,4,71,C
5,55,1,8,3,42,C
4,74,1,5,5,60,C
9,56,1,7,8,53,C
7,48,0,9,1,40,C
6,96,1,5,9,85,C
7,74,1,8,7,70,C
1,91,0,6,1,63,C
1,68,0,4,3,42,C
8,78,0,6,8,73,C
2,57,0,4,3,35,C
9,51,1,5,6,48,C
7,58,1,6,4,49,C
6,87,1,6,1,75,C
1,61,1,6,7,35,C
1,98,0,8,9,70,C
2,95,0,5,9,71,C
6,88,1,4,1,74,C
6,91,0,6,2,77,C
2,54,0,5,9,30,C
1,40,0,9,6,13,C
5,41,0,8,4,26,C
5,47,0,8,9,35,C
2,61,1,9,2,40,C
6,64,1,5,1,55,C
9,41,0,4,5,37,C
2,90,0,5,9,64,C
2,48,1,5,0,23,C
3,48,1,7,7,27,C
7,52,0,8,4,42,C
6,45,0,4,4,34,C
8,69,0,7,1,63,C
8,54,1,9,6,50,C
6,90,0,5,4,75,C
3,92,0,9,7,74,C
3,54,0,8,4,39,C
1,89,0,7,8,63,C
7,46,0,7,4,36,C
5,97,0,4,2,84,C
4,50,0,5,1,30,C
4,79,0,4,4,60,C
4,77,1,7,9,61,C
6,79,1,7,9,70,C
8,41,1,4,4,32,C
8,90,0,7,5,87,C
5,87,1,6,1,72,C
6,78,1,8,4,68,C
4,49,1,5,0,29,C
9,83,1,8,2,78,C
8,56,1,5,2,45,C
1,46,0,7,2,20,C
2,93,1,4,2,66,C
9,79,0,4,7,77,C
8,78,0,7,0,72,C
3,43,1,5,5,26,C
8,74,0,7,5,67,C
1,90,1,5,0,67,C
4,86,0,7,0,68,C
3,75,0,7,2,56,C
6,70,1,7,7,61,C
7,64,0,4,5,50,C
4,80,0,5,3,68,C
7,52,0,9,4,47,C
9,57,0,7,9,56,C
2,60,0,8,2,40,C
3,87,0,8,5,68,C
5,40,0,4,5,26,C
3,75,0,6,5,55,C
8,89,1,9,8,84,C
8,47,0,4,9,40,C
8,91,1,6,7,85,C
9,87,1,4,5,85,C
4,60,0,8,1,40,C
5,82,0,7,3,68,C
5,91,1,5,5,74,C
8,92,1,7,8,90,C
7,92,1,8,1,82,C
9,60,0,5,5,57,C
8,66,0,6,9,61,C
2,58,0,6,9,38,C
4,62,1,8,9,46,C
6,90,0,5,6,80,C
2,89,0,7,7,67,C
7,90,0,8,8,84,C
3,82,0,6,4,58,C
3,74,1,8,8,55,C
2,79,0,7,8,57,C
8,91,0,4,6,87,C
6,90,1,9,1,80,C
1,81,0,9,7,54,C
1,87,1,9,4,64,C
7,44,1,4,7,33,C
8,91,0,7,1,83,C
5,80,1,5,6,66,C
5,47,0,8,4,33,C
4,50,1,7,3,31,C
6,55,1,4,9,40,C
6,78,0,6,5,66,C
3,86,1,9,4,67,C
9,63,0,9,5,64,C
7,60,0,7,8,52,C
1,91,0,9,0,68,C
7,62,0,9,0,58,C
5,88,1,7,5,72,C
5,77,0,7,1,65,C
2,86,1,4,7,65,C
4,47,0,4,6,24,C
6,46,1,9,5,35,C
7,41,1,7,3,34,C
5,69,1,7,8,57,C
9,52,1,9,6,54,C
3,62,0,5,6,42,C
1,68,0,6,4,39,C
4,77,1,8,0,62,C
9,76,1,8,1,71,C
4,59,0,9,7,42,C
2,72,1,8,4,52,C
5,68,1,4,1,54,C
3,89,0,4,4,68,C
9,54,1,5,7,50,C
4,62,1,9,3,46,C
6,81,0,4,2,68,C
2,42,1,9,4,19,C
6,76,0,9,6,68,C
3,95,0,7,1,74,C
9,68,0,6,0,63,C
2,84,0,6,4,60,C
9,47,1,9,6,47,C
5,61,0,6,7,47,C
8,92,0,6,7,87,C
2,68,1,8,9,45,C
6,41,0,8,8,31,C
3,80,1,7,0,61,C
5,88,0,5,6,73,C
8,98,0,4,9,92,C
1,89,0,4,7,65,C
5,84,0,8,5,69,C
3,40,1,9,9,20,C
4,83,1,6,3,66,C
2,59,1,7,6,38,C
9,91,0,5,2,81,C
3,60,0,8,1,39,C
2,76,0,9,5,53,C
9,47,1,7,1,44,C
7,66,0,9,5,58,C
6,86,1,7,9,79,C
1,98,1,8,2,75,C
5,74,1,7,1,59,C
3,45,0,6,7,23,C
1,99,0,7,3,74,C
4,84,0,5,3,65,C
2,83,0,7,6,60,C
2,58,1,4,7,32,C
3,57,1,7,8,38,C
8,95,0,9,9,91,C
8,40,0,8,7,34,C
7,64,0,4,3,46,C
6,66,1,8,1,55,C
9,46,0,9,9,43,C
4,83,1,5,4,67,C
1,81,1,6,6,56,C
8,68,1,5,1,58,C
7,70,1,4,3,60,C
7,83,1,9,5,77,C
3,82,1,9,7,69,C
4,75,1,6,9,60,C
9,58,0,7,5,52,C
6,45,0,4,5,36,C
5,64,0,6,5,49,C
3,70,1,8,3,50,C
9,48,1,6,2,48,C
5,59,0,8,0,43,C
5,49,1,8,1,34,C
4,76,1,9,1,57,C
4,66,1,6,9,50,C
1,52,1,9,6,28,C
7,80,1,9,5,72,C
9,41,1,5,7,38,C
3,89,1,5,8,68,C
2,60,1,9,4,41,C
3,72,1,9,2,53,C
1,63,1,8,3,36,C
6,92,1,9,7,80,C
7,83,1,4,2,73,C
2,81,0,6,1,59,C
8,73,1,4,6,67,C
6,99,1,5,3,91,C
4,48,0,4,7,34,C
5,41,0,7,0,23,C
8,94,0,7,7,86,C
3,95,1,5,4,73,C
3,69,1,4,1,49,C
4,61,0,6,0,43,C
1,85,0,5,5,61,C
9,50,0,7,8,45,C
8,94,1,5,8,85,C
8,82,1,4,8,75,C
6,56,0,4,3,44,C
7,75,1,4,5,66,C
6,52,1,8,9,45,C
9,46,0,4,5,40,C
3,55,0,9,4,38,C
3,72,0,7,1,50,C
3,84,1,7,6,67,C
3,40,1,8,0,21,C
9,50,1,7,5,51,C
4,45,1,7,4,25,C
7,59,1,5,4,53,C
9,74,0,4,7,71,C
7,83,1,9,8,77,C
9,76,1,9,6,75,C
3,80,0,5,9,60,C
4,65,0,9,7,49,C
8,97,0,5,1,87,C
6,51,0,9,1,40,C
5,69,1,7,7,56,C
4,67,1,6,5,49,C
8,66,0,4,7,59,C
1,81,1,6,8,59,C
9,58,0,7,8,54,C
1,44,1,8,5,17,C
8,97,1,5,7,90,C
4,44,1,9,1,23,C
9,80,0,9,7,82,C
5,66,0,7,2,49,C
3,67,1,9,0,50,C
9,65,1,7,6,60,C
9,66,0,6,0,60,C
4,91,0,8,0,74,C
4,88,1,5,0,71,C
8,81,1,9,3,77,C
2,60,0,8,3,34,C
9,40,1,8,9,39,C
6,93,0,8,5,85,C
9,67,0,4,9,64,C
8,87,1,8,2,87,C
7,97,1,7,9,91,C
1,97,1,4,5,73,C
3,54,0,4,6,34,C
2,94,0,8,0,70,C
5,56,0,9,5,42,C
5,65,1,9,9,55,C
5,59,1,9,0,45,C
4,64,0,9,6,49,C
5,52,0,7,9,37,C
3,72,1,9,4,55,C
1,64,0,5,9,38,C
5,47,1,8,3,35,C
9,44,1,4,0,41,C
9,45,0,5,8,43,C
4,62,0,9,6,46,C
3,91,0,5,1,69,C
1,69,0,4,3,37,C
2,53,0,9,3,31,C
8,93,1,5,7,90,C
1,62,0,7,1,33,C
8,50,1,7,4,44,C
7,70,0,8,9,62,C
8,45,0,8,7,41,C
6,50,0,5,5,38,C
9,52,0,4,3,45,C
3,51,0,7,4,34,C
4,93,0,6,1,72,C
6,41,1,8,4,29,C
8,92,0,7,2,83,C
5,74,0,9,2,61,C
3,94,0,5,6,75,C
6,75,0,7,2,63,C
4,56,1,7,3,36,C
9,67,1,5,6,62,C
3,67,1,8,2,49,C
4,61,1,8,9,46,C
7,77,1,6,9,69,C
7,46,1,6,1,35,C
4,54,0,8,9,38,C
6,71,0,8,6,62,C
3,50,1,8,4,30,C
6,63,0,8,0,52,C
2,42,0,7,9,16,C
8,69,0,6,7,66,C
2,45,0,5,2,20,C
7,97,0,4,6,86,C
9,41,1,5,5,38,C
1,53,1,9,9,30,C
8,80,1,4,5,71,C
7,57,1,7,7,49,C
6,90,1,9,3,79,C
6,83,1,6,3,69,C
6,70,0,4,2,56,C
9,52,1,8,0,47,C
2,65,0,9,9,41,C
1,83,0,7,2,58,C
6,51,1,4,0,38,C
8,57,1,8,5,52,C
3,48,1,9,7,25,C
1,88,0,7,2,62,C
9,60,1,9,3,60,C
1,87,1,4,4,63,C
3,88,1,8,6,72,C
8,92,0,6,5,84,C
3,95,1,7,1,74,C
4,79,1,4,6,61,C
8,82,0,8,7,77,C
1,63,0,6,0,36,C
6,73,0,9,5,65,C
1,47,1,8,8,23,C
1,83,1,6,6,60,C
8,92,0,4,4,83,C
4,72,1,8,9,56,C
1,62,0,8,9,37,C
7,52,0,5,8,43,C
5,93,0,7,1,76,C
5,92,0,8,6,83,C
1,88,0,6,8,63,C
6,53,1,7,1,39,C
9,53,1,4,9,48,C
9,55,1,7,5,53,C
8,88,1,5,8,84,C
5,77,0,4,2,63,C
1,97,1,8,7,73,C
9,99,0,9,4,99,C
1,78,0,4,6,52,C
8,65,1,4,2,58,C
5,65,1,5,7,50,C
3,40,0,6,1,18,C
7,71,1,4,7,62,C
7,96,1,6,1,87,C
9,54,1,7,6,53,C
7,91,1,9,1,87,C
3,60,0,5,6,37,C
1,57,0,8,0,31,C
8,69,1,4,5,63,C
3,99,0,9,9,81,C
8,97,0,9,6,95,C
8,52,1,6,3,45,C
5,63,1,4,0,48,C
1,69,0,9,5,47,C
7,41,0,5,3,31,C
5,58,0,8,2,43,C
8,86,1,7,3,82,C
9,83,0,7,5,80,C
7,86,0,6,4,76,C
7,64,1,9,1,57,C
1,89,0,7,1,64,C
4,53,1,6,2,35,C
2,45,1,8,5,24,C
2,51,0,4,0,30,C
2,59,1,5,6,38,C
4,62,1,8,7,45,C
1,69,0,8,6,44,C
4,69,1,7,2,53,C
2,77,0,7,5,53,C
5,97,1,5,3,84,C
3,69,1,4,4,47,C
8,80,0,8,2,76,C
4,69,0,9,4,57,C
1,96,0,7,5,71,C
1,97,1,8,7,74,C
3,75,0,4,5,54,C
9,88,1,6,8,84,C
7,73,0,4,9,62,C
2,55,1,8,9,35,C
9,63,0,8,9,62,C
2,53,1,5,9,30,C
3,65,0,8,3,47,C
2,47,1,7,1,25,C
3,53,1,9,8,40,C
6,70,1,5,2,56,C
9,41,1,8,6,38,C
9,87,0,4,3,86,C
7,43,1,8,0,38,C
3,40,0,4,7,17,C
4,94,1,4,3,75,C
6,59,0,8,5,48,C
5,98,1,4,6,87,C
2,53,1,9,7,32,C
6,79,0,6,9,68,C
3,64,0,5,1,42,C
8,99,1,8,8,96,C
2,64,0,6,9,42,C
1,42,0,4,2,18,C
9,44,0,4,0,41,C
3,77,1,5,1,54,C
1,93,0,6,7,67,C
7,65,1,6,9,57,C
5,79,0,8,5,65,C
5,77,0,4,0,62,C
1,77,1,7,8,56,C
9,43,0,8,6,39,C
7,46,0,8,9,38,C
8,69,0,8,2,65,C
9,69,0,5,6,68,C
6,95,0,5,5,82,C
5,58,0,8,2,44,C
6,78,0,9,7,67,C
2,74,1,7,0,53,C
4,79,1,6,4,61,C
3,72,1,6,7,53,C
7,72,1,4,2,61,C
9,53,1,6,9,49,C
5,77,0,6,5,61,C
6,49,1,7,9,38,C
2,96,1,6,1,76,C
3,67,0,7,8,47,C
3,53,1,5,1,32,C
9,75,0,7,4,71,C
7,77,0,5,2,69,C
8,55,1,7,9,53,C
9,99,1,8,8,100,C
6,60,0,9,8,49,C
4,67,0,5,6,48,C
1,72,1,5,9,45,C
8,45,0,6,4,40,C
7,80,1,5,8,71,C
2,54,1,7,6,34,C
8,83,1,8,1,76,C
5,42,1,8,9,29,C
7,82,0,6,0,71,C
4,86,0,7,9,69,C
5,74,1,7,9,58,C
8,53,1,4,3,43,C
1,41,0,5,9,17,C
1,68,0,6,7,41,C
4,43,0,8,5,27,C
3,65,0,9,1,45,C
2,90,0,4,4,65,C
3,51,1,7,8,31,C
1,41,1,5,5,14,C
1,56,1,8,5,33,C
6,74,1,4,6,60,C
5,49,0,7,4,34,C
8,87,0,8,2,82,C
2,61,1,8,2,40,C
4,80,1,7,4,66,C
8,82,0,7,3,76,C
6,60,1,6,4,46,C
1,54,1,8,8,31,C
4,74,0,7,4,57,C
1,87,0,9,3,65,C
2,60,0,9,3,38,C
5,60,1,4,0,46,C
8,60,0,5,9,53,C
8,99,0,9,3,97,C
3,83,1,6,3,63,C
4,71,0,7,8,55,C
6,94,1,5,3,79,C
3,44,1,6,6,26,C
2,78,1,8,0,55,C
6,48,1,5,6,37,C
5,92,0,9,1,78,C
5,57,1,6,7,45,C
5,60,0,7,0,45,C
5,47,0,7,9,34,C
3,83,0,6,2,66,C
7,91,0,8,7,79,C
6,73,0,9,9,63,C
4,49,1,6,7,32,C
2,90,0,4,4,64,C
9,80,1,6,4,78,C
1,96,1,6,7,69,C
4,63,1,9,9,46,C
1,79,0,7,4,54,C
6,63,0,8,8,51,C
4,95,0,6,0,78,C
5,71,0,5,4,54,C
5,95,1,7,2,80,C
9,72,0,7,2,67,C
1,77,0,6,1,48,C
2,83,1,9,2,61,C
6,96,1,5,6,83,C
5,95,1,6,7,82,C
7,90,1,5,7,78,C
3,98,1,7,7,78,C
3,88,1,5,0,70,C
2,73,1,6,6,48,C
3,50,0,4,1,26,C
1,70,0,4,9,46,C
5,57,1,5,3,42,C
5,62,1,9,4,46,C
7,99,0,6,0,91,C
4,61,1,8,3,47,C
3,82,1,4,3,61,C
1,57,1,7,8,31,C
8,79,1,6,8,71,C
3,86,1,6,9,66,C
2,80,0,4,0,52,C
4,86,1,8,7,71,C
3,78,1,7,3,60,C
1,59,1,8,3,32,C
3,52,0,7,4,33,C
2,84,0,4,1,56,C
8,40,1,6,0,32,C
6,91,1,7,4,76,C
9,43,1,6,6,40,C
8,63,1,5,9,60,C
3,75,0,5,8,54,C
5,75,0,4,1,59,C
7,84,1,4,7,74,C
5,41,1,9,6,29,C
8,67,0,4,1,61,C
5,65,0,5,4,50,C
1,62,1,7,6,36,C
5,54,1,8,2,41,C
4,75,1,4,1,60,C
6,66,0,8,5,56,C
3,45,0,8,9,23,C
5,74,0,5,5,63,C
2,78,0,9,3,54,C
6,77,1,7,0,64,C
6,74,0,5,4,64,C
5,75,0,4,0,58,C
6,49,0,5,7,38,C
7,69,1,5,1,60,C
5,92,0,5,8,79,C
1,80,0,4,8,57,C
8,77,0,4,2,69,C
4,68,1,5,5,51,C
9,91,0,5,8,86,C
6,98,1,8,6,90,C
1,82,1,7,3,57,C
3,78,0,8,2,61,C
3,89,1,9,1,71,C
4,43,0,7,9,30,C
6,44,1,9,9,34,C
7,43,1,7,0,34,C
4,75,0,5,9,58,C
6,98,0,8,0,85,C
1,84,1,7,3,55,C
8,55,1,9,3,51,C
7,64,1,7,8,53,C
9,53,1,4,9,51,C
3,50,0,7,0,31,C
2,68,1,5,3,44,C
1,73,1,6,2,48,C
3,61,0,4,8,41,C
5,53,1,6,4,40,C
2,95,0,5,8,72,C
3,63,0,6,9,41,C
4,98,0,7,5,78,C
7,78,1,6,8,70,C
3,65,0,8,0,41,C
9,82,0,5,3,78,C
8,75,0,8,3,70,C
4,78,1,6,9,61,C
1,55,1,8,9,33,C
1,97,1,4,5,71,C
1,77,1,6,9,51,C
1,98,0,9,0,72,C
8,71,0,8,9,69,C
3,45,0,7,4,21,C
6,73,1,6,2,61,C
3,95,0,9,0,76,C
5,47,1,4,5,30,C
7,69,1,7,2,59,C
2,66,1,6,3,45,C
6,46,0,7,8,39,C
6,66,0,6,1,53,C
3,64,1,6,0,43,C
6,95,0,5,9,85,C
5,85,1,8,5,70,C
2,80,0,6,0,56,C
9,54,1,4,0,52,C
8,64,1,9,6,65,C
3,61,1,8,1,39,C
8,57,0,5,3,48,C
9,51,0,8,3,47,C
3,62,0,8,1,41,C
3,90,0,6,5,72,C
2,84,0,4,9,61,C
8,78,1,6,1,74,C
1,64,0,4,7,38,C
8,49,1,4,3,42,C
7,69,0,7,0,60,C
7,49,0,6,6,35,C
3,73,0,5,5,52,C
1,85,1,9,5,61,C
4,52,0,8,2,32,C
9,93,1,7,9,95,C
5,68,0,5,6,53,C
1,77,1,9,5,54,C
5,80,1,9,9,70,C
8,84,1,6,9,78,C
8,48,1,4,8,42,C
5,52,0,6,2,33,C
9,76,0,9,2,75,C
1,53,1,6,3,26,C
4,76,0,7,2,58,C
3,48,1,5,3,29,C
2,47,0,9,5,29,C
8,78,0,7,0,70,C
7,79,0,5,1,67,C
9,93,1,7,9,93,C
2,42,0,8,5,21,C
4,94,1,4,5,74,C
6,95,0,4,0,82,C
3,86,1,4,5,65,C
8,79,0,8,8,75,C
3,72,1,9,7,55,C
2,71,1,9,9,54,C
3,46,1,8,4,26,C
6,58,0,4,3,48,C
2,73,1,4,5,49,C
8,53,0,5,4,49,C
1,89,1,5,5,64,C
7,86,1,6,9,81,C
2,85,1,7,2,64,C
6,95,0,5,6,82,C
2,96,0,5,7,74,C
2,58,0,5,4,32,C
8,90,0,5,4,83,C
2,93,0,8,3,68,C
7,98,0,6,9,90,C
3,65,0,5,4,44,C
8,56,1,9,9,51,C
7,93,1,7,7,86,C
8,67,0,5,4,62,C
7,58,0,8,8,48,C
6,66,0,9,0,56,C
7,87,0,4,6,79,C
5,91,0,4,4,74,C
7,96,1,6,3,82,C
1,58,0,4,2,32,C
1,72,0,5,9,46,C
9,90,0,8,6,88,C
5,46,1,6,1,35,C
5,68,1,9,4,56,C
3,94,1,5,1,74,C
5,82,1,4,6,67,C
3,44,0,7,5,23,C
9,69,1,5,9,67,C
9,88,1,7,6,86,C
6,82,1,9,8,70,C
1,95,1,7,1,68,C
7,97,1,9,8,91,C
7,47,0,6,6,42,C
4,81,1,8,1,62,C
8,51,1,4,9,44,C
6,81,1,4,1,67,C
4,52,0,5,3,35,C
4,65,0,4,1,46,C
2,57,0,6,0,31,C
2,81,0,4,5,59,C
4,90,0,5,9,71,C
5,91,0,4,4,74,C
8,88,0,8,2,80,C
6,59,0,9,0,49,C
4,55,1,7,8,39,C
7,76,1,7,7,67,C
8,42,0,9,5,38,C
2,66,1,7,5,47,C
7,54,0,8,3,41,C
2,97,1,6,1,75,C
2,73,1,5,3,53,C
8,84,0,8,1,81,C
2,61,1,5,6,37,C
9,79,0,6,8,77,C
1,62,0,8,1,36,C
9,98,1,4,8,95,C
1,88,0,6,8,65,C
2,43,1,7,7,18,C
6,90,1,8,0,80,C
6,93,0,6,4,81,C
1,96,0,6,9,73,C
7,80,0,8,3,74,C
8,62,0,7,6,57,C
2,86,0,9,7,64,C
8,99,1,7,9,97,C
9,48,0,6,7,42,C
